"","X.3","X.2","X.1","X","React","Reward","keyResponse","Bank","Subnum","Sex","Race","Ethnicity","Bonus","Condition","OptimChoice","Trial","Block","SubjID"
"3953",3953,3953,253,253,333,300,3,21300,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,53,3,40
"3954",3954,3954,254,254,270,0,1,21300,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,54,3,40
"3955",3955,3955,255,255,675,1500,4,22800,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,55,3,40
"3956",3956,3956,256,256,1757,450,2,23250,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,56,3,40
"3957",3957,3957,257,257,277,500,1,23750,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,57,3,40
"3958",3958,3958,258,258,332,450,2,24200,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,58,3,40
"3959",3959,3959,259,259,302,500,1,24700,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,59,3,40
"3960",3960,3960,260,260,324,500,1,25200,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,60,3,40
"3961",3961,3961,261,261,324,500,1,25700,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,61,3,40
"3962",3962,3962,262,262,941,0,1,25700,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,62,3,40
"3963",3963,3963,263,263,317,300,3,26000,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,63,3,40
"3964",3964,3964,264,264,916,200,2,26200,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,64,3,40
"3965",3965,3965,265,265,543,1300,3,27500,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,65,3,40
"3966",3966,3966,266,266,318,500,1,28000,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,66,3,40
"3967",3967,3967,267,267,485,500,1,28500,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,67,3,40
"3968",3968,3968,268,268,1575,500,1,29000,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,68,3,40
"3969",3969,3969,269,269,254,450,2,29450,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,69,3,40
"3970",3970,3970,270,270,102,500,1,29950,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,70,3,40
"3971",3971,3971,271,271,309,450,2,30400,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,71,3,40
"3972",3972,3972,272,272,539,0,1,30400,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,72,3,40
"3973",3973,3973,273,273,328,450,2,30850,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,73,3,40
"3974",3974,3974,274,274,387,300,3,31150,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,74,3,40
"3975",3975,3975,275,275,285,450,2,31600,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,75,3,40
"3976",3976,3976,276,276,260,200,2,31800,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,76,4,40
"3977",3977,3977,277,277,244,300,3,32100,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,77,4,40
"3978",3978,3978,278,278,101,500,1,32600,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,78,4,40
"3979",3979,3979,279,279,533,250,4,32850,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,79,4,40
"3980",3980,3980,280,280,181,300,3,33150,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,80,4,40
"3981",3981,3981,281,281,524,500,1,33650,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,81,4,40
"3982",3982,3982,282,282,343,450,2,34100,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,82,4,40
"3983",3983,3983,283,283,93,500,1,34600,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,83,4,40
"3984",3984,3984,284,284,1396,300,3,34900,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,84,4,40
"3985",3985,3985,285,285,156,500,1,35400,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,85,4,40
"3986",3986,3986,286,286,518,0,1,35400,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,86,4,40
"3987",3987,3987,287,287,581,1300,3,36700,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,87,4,40
"3988",3988,3988,288,288,332,450,2,37150,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,88,4,40
"3989",3989,3989,289,289,109,500,1,37650,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,89,4,40
"3990",3990,3990,290,290,1100,500,1,38150,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,90,4,40
"3991",3991,3991,291,291,749,500,1,38650,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,91,4,40
"3992",3992,3992,292,292,596,250,4,38900,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,92,4,40
"3993",3993,3993,293,293,838,300,3,39200,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,93,4,40
"3994",3994,3994,294,294,3845,300,3,39500,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,94,4,40
"3995",3995,3995,295,295,957,300,3,39800,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,95,4,40
"3996",3996,3996,296,296,332,250,4,40050,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,96,4,40
"3997",3997,3997,297,297,45293,500,1,40550,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,97,4,40
"3998",3998,3998,298,298,446,0,1,40550,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",0,98,4,40
"3999",3999,3999,299,299,132,300,3,40850,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,99,4,40
"4000",4000,4000,300,300,421,250,4,41100,1003,"Male","Black or African American","Not Hispanic or Latino",1.1,"Control",1,100,4,40
"4001",4001,4001,301,301,2574,500,1,500,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,1,1,41
"4002",4002,4002,302,302,1406,450,2,950,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,2,1,41
"4003",4003,4003,303,303,674,500,1,1450,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,3,1,41
"4004",4004,4004,304,304,1270,250,4,1700,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",1,4,1,41
"4005",4005,4005,305,305,898,300,3,2000,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",1,5,1,41
"4006",4006,4006,306,306,1839,500,1,2500,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,6,1,41
"4007",4007,4007,307,307,197,500,1,3000,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,7,1,41
"4008",4008,4008,308,308,384,0,1,3000,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,8,1,41
"4009",4009,4009,309,309,1214,450,2,3450,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,9,1,41
"4010",4010,4010,310,310,404,450,2,3900,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,10,1,41
"4011",4011,4011,311,311,385,450,2,4350,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,11,1,41
"4012",4012,4012,312,312,545,200,2,4550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,12,1,41
"4013",4013,4013,313,313,2813,450,2,5000,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,13,1,41
"4014",4014,4014,314,314,432,450,2,5450,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,14,1,41
"4015",4015,4015,315,315,422,500,1,5950,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,15,1,41
"4016",4016,4016,316,316,551,500,1,6450,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,16,1,41
"4017",4017,4017,317,317,379,500,1,6950,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,17,1,41
"4018",4018,4018,318,318,371,500,1,7450,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,18,1,41
"4019",4019,4019,319,319,521,450,2,7900,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,19,1,41
"4020",4020,4020,320,320,421,0,1,7900,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,20,1,41
"4021",4021,4021,321,321,338,450,2,8350,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,21,1,41
"4022",4022,4022,322,322,384,200,2,8550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,22,1,41
"4023",4023,4023,323,323,367,500,1,9050,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,23,1,41
"4024",4024,4024,324,324,117,500,1,9550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,24,1,41
"4025",4025,4025,325,325,366,500,1,10050,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,25,1,41
"4026",4026,4026,326,326,1450,500,1,10550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,26,2,41
"4027",4027,4027,327,327,628,0,1,10550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,27,2,41
"4028",4028,4028,328,328,689,250,4,10800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",1,28,2,41
"4029",4029,4029,329,329,368,500,1,11300,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,29,2,41
"4030",4030,4030,330,330,365,500,1,11800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,30,2,41
"4031",4031,4031,331,331,374,500,1,12300,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,31,2,41
"4032",4032,4032,332,332,414,500,1,12800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,32,2,41
"4033",4033,4033,333,333,492,0,1,12800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,33,2,41
"4034",4034,4034,334,334,310,450,2,13250,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,34,2,41
"4035",4035,4035,335,335,236,450,2,13700,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,35,2,41
"4036",4036,4036,336,336,345,450,2,14150,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,36,2,41
"4037",4037,4037,337,337,312,450,2,14600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,37,2,41
"4038",4038,4038,338,338,350,500,1,15100,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,38,2,41
"4039",4039,4039,339,339,343,500,1,15600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,39,2,41
"4040",4040,4040,340,340,1260,500,1,16100,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,40,2,41
"4041",4041,4041,341,341,541,500,1,16600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,41,2,41
"4042",4042,4042,342,342,791,0,1,16600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,42,2,41
"4043",4043,4043,343,343,403,200,2,16800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,43,2,41
"4044",4044,4044,344,344,807,450,2,17250,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,44,2,41
"4045",4045,4045,345,345,425,450,2,17700,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,45,2,41
"4046",4046,4046,346,346,1192,450,2,18150,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,46,2,41
"4047",4047,4047,347,347,199,450,2,18600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,47,2,41
"4048",4048,4048,348,348,250,200,2,18800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,48,2,41
"4049",4049,4049,349,349,1213,500,1,19300,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,49,2,41
"4050",4050,4050,350,350,322,500,1,19800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,50,2,41
"4051",4051,4051,351,351,248,500,1,20300,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,51,3,41
"4052",4052,4052,352,352,2915,500,1,20800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,52,3,41
"4053",4053,4053,353,353,265,0,1,20800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,53,3,41
"4054",4054,4054,354,354,397,450,2,21250,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,54,3,41
"4055",4055,4055,355,355,376,450,2,21700,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,55,3,41
"4056",4056,4056,356,356,874,450,2,22150,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,56,3,41
"4057",4057,4057,357,357,1383,500,1,22650,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,57,3,41
"4058",4058,4058,358,358,1327,450,2,23100,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,58,3,41
"4059",4059,4059,359,359,578,500,1,23600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,59,3,41
"4060",4060,4060,360,360,1266,200,2,23800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,60,3,41
"4061",4061,4061,361,361,417,500,1,24300,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,61,3,41
"4062",4062,4062,362,362,451,500,1,24800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,62,3,41
"4063",4063,4063,363,363,178,0,1,24800,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,63,3,41
"4064",4064,4064,364,364,623,300,3,25100,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",1,64,3,41
"4065",4065,4065,365,365,577,450,2,25550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,65,3,41
"4066",4066,4066,366,366,602,500,1,26050,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,66,3,41
"4067",4067,4067,367,367,728,500,1,26550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,67,3,41
"4068",4068,4068,368,368,761,500,1,27050,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,68,3,41
"4069",4069,4069,369,369,509,500,1,27550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,69,3,41
"4070",4070,4070,370,370,928,450,2,28000,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,70,3,41
"4071",4071,4071,371,371,344,450,2,28450,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,71,3,41
"4072",4072,4072,372,372,462,0,1,28450,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,72,3,41
"4073",4073,4073,373,373,402,450,2,28900,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,73,3,41
"4074",4074,4074,374,374,608,200,2,29100,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,74,3,41
"4075",4075,4075,375,375,1368,450,2,29550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,75,3,41
"4076",4076,4076,376,376,630,500,1,30050,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,76,4,41
"4077",4077,4077,377,377,340,300,3,30350,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",1,77,4,41
"4078",4078,4078,378,378,370,300,3,30650,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",1,78,4,41
"4079",4079,4079,379,379,402,500,1,31150,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,79,4,41
"4080",4080,4080,380,380,361,500,1,31650,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,80,4,41
"4081",4081,4081,381,381,396,500,1,32150,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,81,4,41
"4082",4082,4082,382,382,323,0,1,32150,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,82,4,41
"4083",4083,4083,383,383,401,500,1,32650,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,83,4,41
"4084",4084,4084,384,384,404,500,1,33150,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,84,4,41
"4085",4085,4085,385,385,513,500,1,33650,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,85,4,41
"4086",4086,4086,386,386,465,500,1,34150,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,86,4,41
"4087",4087,4087,387,387,773,450,2,34600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,87,4,41
"4088",4088,4088,388,388,367,0,1,34600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,88,4,41
"4089",4089,4089,389,389,132,500,1,35100,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,89,4,41
"4090",4090,4090,390,390,471,500,1,35600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,90,4,41
"4091",4091,4091,391,391,614,500,1,36100,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,91,4,41
"4092",4092,4092,392,392,564,500,1,36600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,92,4,41
"4093",4093,4093,393,393,471,0,1,36600,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,93,4,41
"4094",4094,4094,394,394,636,450,2,37050,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,94,4,41
"4095",4095,4095,395,395,1178,500,1,37550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,95,4,41
"4096",4096,4096,396,396,382,500,1,38050,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,96,4,41
"4097",4097,4097,397,397,344,500,1,38550,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,97,4,41
"4098",4098,4098,398,398,174,500,1,39050,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,98,4,41
"4099",4099,4099,399,399,501,0,1,39050,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,99,4,41
"4100",4100,4100,400,400,576,450,2,39500,1004,"Female","Asian","Not Hispanic or Latino",-0.5,"Control",0,100,4,41
"4101",4101,4101,401,401,5933,500,1,500,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,1,1,42
"4102",4102,4102,402,402,6018,300,3,800,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,2,1,42
"4103",4103,4103,403,403,3543,300,3,1100,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,3,1,42
"4104",4104,4104,404,404,1401,500,1,1600,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,4,1,42
"4105",4105,4105,405,405,729,450,2,2050,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,5,1,42
"4106",4106,4106,406,406,708,250,4,2300,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,6,1,42
"4107",4107,4107,407,407,457,500,1,2800,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,7,1,42
"4108",4108,4108,408,408,488,500,1,3300,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,8,1,42
"4109",4109,4109,409,409,2196,0,1,3300,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,9,1,42
"4110",4110,4110,410,410,2590,300,3,3600,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,10,1,42
"4111",4111,4111,411,411,1772,500,1,4100,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,11,1,42
"4112",4112,4112,412,412,414,500,1,4600,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,12,1,42
"4113",4113,4113,413,413,422,500,1,5100,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,13,1,42
"4114",4114,4114,414,414,441,500,1,5600,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,14,1,42
"4115",4115,4115,415,415,504,0,1,5600,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,15,1,42
"4116",4116,4116,416,416,406,500,1,6100,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,16,1,42
"4117",4117,4117,417,417,507,500,1,6600,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,17,1,42
"4118",4118,4118,418,418,858,500,1,7100,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,18,1,42
"4119",4119,4119,419,419,756,450,2,7550,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,19,1,42
"4120",4120,4120,420,420,370,500,1,8050,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,20,1,42
"4121",4121,4121,421,421,388,0,1,8050,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,21,1,42
"4122",4122,4122,422,422,531,250,4,8300,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,22,1,42
"4123",4123,4123,423,423,413,450,2,8750,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,23,1,42
"4124",4124,4124,424,424,367,500,1,9250,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,24,1,42
"4125",4125,4125,425,425,409,500,1,9750,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,25,1,42
"4126",4126,4126,426,426,551,500,1,10250,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,26,2,42
"4127",4127,4127,427,427,358,450,2,10700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,27,2,42
"4128",4128,4128,428,428,544,300,3,11000,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,28,2,42
"4129",4129,4129,429,429,519,500,1,11500,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,29,2,42
"4130",4130,4130,430,430,405,0,1,11500,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,30,2,42
"4131",4131,4131,431,431,616,200,2,11700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,31,2,42
"4132",4132,4132,432,432,735,250,4,11950,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,32,2,42
"4133",4133,4133,433,433,414,250,4,12200,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,33,2,42
"4134",4134,4134,434,434,428,1500,4,13700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,34,2,42
"4135",4135,4135,435,435,869,250,4,13950,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,35,2,42
"4136",4136,4136,436,436,395,250,4,14200,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,36,2,42
"4137",4137,4137,437,437,447,250,4,14450,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,37,2,42
"4138",4138,4138,438,438,410,250,4,14700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,38,2,42
"4139",4139,4139,439,439,444,1500,4,16200,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,39,2,42
"4140",4140,4140,440,440,579,250,4,16450,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,40,2,42
"4141",4141,4141,441,441,353,250,4,16700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,41,2,42
"4142",4142,4142,442,442,413,250,4,16950,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,42,2,42
"4143",4143,4143,443,443,374,250,4,17200,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,43,2,42
"4144",4144,4144,444,444,362,1500,4,18700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,44,2,42
"4145",4145,4145,445,445,607,500,1,19200,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,45,2,42
"4146",4146,4146,446,446,324,500,1,19700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,46,2,42
"4147",4147,4147,447,447,372,500,1,20200,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,47,2,42
"4148",4148,4148,448,448,356,250,4,20450,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,48,2,42
"4149",4149,4149,449,449,354,250,4,20700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,49,2,42
"4150",4150,4150,450,450,327,250,4,20950,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,50,2,42
"4151",4151,4151,451,451,335,250,4,21200,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,51,3,42
"4152",4152,4152,452,452,1120,500,1,21700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,52,3,42
"4153",4153,4153,453,453,425,450,2,22150,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,53,3,42
"4154",4154,4154,454,454,367,450,2,22600,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,54,3,42
"4155",4155,4155,455,455,358,450,2,23050,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,55,3,42
"4156",4156,4156,456,456,441,450,2,23500,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,56,3,42
"4157",4157,4157,457,457,354,1300,3,24800,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,57,3,42
"4158",4158,4158,458,458,388,300,3,25100,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,58,3,42
"4159",4159,4159,459,459,385,300,3,25400,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,59,3,42
"4160",4160,4160,460,460,492,300,3,25700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,60,3,42
"4161",4161,4161,461,461,460,0,1,25700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,61,3,42
"4162",4162,4162,462,462,451,1500,4,27200,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,62,3,42
"4163",4163,4163,463,463,502,300,3,27500,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,63,3,42
"4164",4164,4164,464,464,352,200,2,27700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,64,3,42
"4165",4165,4165,465,465,350,500,1,28200,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,65,3,42
"4166",4166,4166,466,466,567,250,4,28450,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,66,3,42
"4167",4167,4167,467,467,344,250,4,28700,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,67,3,42
"4168",4168,4168,468,468,407,1300,3,30000,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,68,3,42
"4169",4169,4169,469,469,418,300,3,30300,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,69,3,42
"4170",4170,4170,470,470,349,450,2,30750,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,70,3,42
"4171",4171,4171,471,471,603,500,1,31250,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,71,3,42
"4172",4172,4172,472,472,425,500,1,31750,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,72,3,42
"4173",4173,4173,473,473,444,500,1,32250,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,73,3,42
"4174",4174,4174,474,474,354,0,1,32250,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",0,74,3,42
"4175",4175,4175,475,475,375,250,4,32500,1005,"Female","White","Not Hispanic or Latino",4.2,"Control",1,75,3,42
